time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Sun Feb 05 2017","Overcast throughout the day.","cloudy",1486298585,1486336897,0.31,0.005,0.0538,1486278000,0.97,"rain",49.95,1486332000,45.54,1486364400,49.95,1486332000,45.54,1486364400,42.57,0.89,1022.15,1.1,5.51,1486296000,205,1,,,9.28,,42.08,1486281600,49.95,1486332000,42.08,1486281600,49.95,1486332000
"Sat Feb 11 2017","Overcast throughout the day.","cloudy",1486816657,1486855657,0.53,0,0,,0,,67.25,1486850400,66.79,1486904400,67.48,1486850400,67.24,1486864800,55.95,0.8,1018.54,4.12,12.42,1486839600,199,0.9,,,9.83,,55.53,1486792800,67.56,1486872000,55.53,1486792800,67.97,1486872000
"Fri Feb 03 2017","Mostly cloudy until afternoon.","partly-cloudy-day",1486125884,1486163975,0.24,0,0,,0,,44.46,1486148400,23.21,1486213200,42.01,1486148400,23.21,1486213200,19.92,0.48,1027.73,3.53,12.82,1486152000,5,0.59,,,9.87,,30.6,1486184400,44.46,1486148400,29.08,1486180800,42.01,1486148400
"Wed Mar 01 2017","Rain in the afternoon.","rain",1488370622,1488411861,0.11,0.0097,0.1253,1488398400,0.8,"rain",73.26,1488394800,38.06,1488459600,73.78,1488394800,38.06,1488459600,56.13,0.77,1013.55,3.21,16.99,1488391200,228,0.72,,,9.77,,49.95,1488430800,73.26,1488394800,49.95,1488430800,73.78,1488394800
"Sun Feb 12 2017","Rain in the afternoon.","rain",1486902997,1486942116,0.56,0.0049,0.073,1486936800,0.76,"rain",72.86,1486929600,37.59,1486990800,73.39,1486929600,35.51,1486990800,57.84,0.8,1018.61,1.82,13.59,1486936800,276,0.81,,,9.39,,49.14,1486962000,72.86,1486929600,49.14,1486962000,73.39,1486929600
"Wed Feb 08 2017","Foggy in the morning.","fog",1486557627,1486596278,0.42,0.0066,0.1167,1486605600,0.79,"rain",67.33,1486587600,34.51,1486645200,67.33,1486587600,30.7,1486645200,55.92,0.9,1007.51,0.85,15.58,1486612800,245,0.92,,,7.07,,42.85,1486616400,67.33,1486587600,39,1486616400,67.33,1486587600
"Sun Feb 19 2017","Foggy in the morning.","fog",1487507348,1487547319,0.78,0,0.0002,1487494800,0,,70.92,1487538000,45.86,1487592000,70.92,1487538000,45.86,1487592000,49.81,0.8,1018.42,0.5,7.31,1487527200,5,0.4,,,7.49,,44.95,1487509200,70.92,1487538000,44.95,1487509200,70.92,1487538000
"Mon Feb 13 2017","Clear throughout the day.","clear-day",1486989337,1487028574,0.6,0,0,,0,,59.29,1487019600,33.94,1487066400,59.29,1487019600,33.94,1487066400,25.94,0.45,1023.27,2.82,11.4,1486969200,22,0.01,,,9.86,,37.59,1486990800,59.29,1487019600,35.51,1486990800,59.29,1487019600
"Fri Feb 24 2017","Rain overnight.","rain",1487938996,1487979595,0.93,0.0026,0.0522,1487998800,0.51,"rain",78.47,1487970000,45.14,1488027600,78.47,1487970000,43.27,1488027600,56.9,0.69,1007.26,3.45,16.79,1487962800,191,0.38,,,9.82,,59.33,1487941200,78.47,1487970000,59.33,1487941200,78.47,1487970000
"Fri Feb 17 2017","Partly cloudy starting in the evening.","partly-cloudy-night",1487334682,1487374405,0.72,0,0,,0,,68.08,1487365200,48.76,1487426400,68.08,1487365200,48.76,1487426400,34.38,0.56,1015.82,1.19,9.76,1487361600,217,0.11,,,9.79,,32.64,1487336400,68.08,1487365200,32.64,1487336400,68.08,1487365200
