time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Tue Sep 12 2017","Overcast throughout the day.","cloudy",1505215775,1505260770,0.73,0.025,0.1622,1505196000,0.87,"rain",62.51,1505239200,57.29,1505304000,62.97,1505239200,57.29,1505304000,58.66,0.96,1004.28,1.35,12.35,1505192400,69,0.97,,,5.69,,57.29,1505192400,62.51,1505239200,57.29,1505192400,62.97,1505239200
"Sun Sep 10 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1505042890,1505088142,0.65,0,0,,0,,77.24,1505073600,58.9,1505127600,77.24,1505073600,58.9,1505127600,56.81,0.72,1021.82,1.31,9.23,1505055600,69,0.21,,,9.89,,56.01,1505044800,77.24,1505073600,56.01,1505044800,77.24,1505073600
"Fri Sep 08 2017","Clear throughout the day.","clear-day",1504870005,1504915513,0.58,0,0,,0,,76.62,1504904400,54.78,1504958400,76.62,1504904400,54.78,1504958400,53.19,0.71,1021.65,0.98,7.73,1504886400,40,0.01,,,9.95,,50.97,1504868400,76.62,1504904400,50.97,1504868400,76.62,1504904400
"Fri Sep 22 2017","Partly cloudy in the morning and humid throughout the day.","partly-cloudy-night",1506080200,1506123903,0.09,0,0,,0,,88.52,1506117600,66.18,1506168000,93.27,1506117600,66.97,1506168000,68.76,0.81,1016.16,0.18,3.52,1506092400,84,0.26,,,7.36,,66.21,1506078000,88.52,1506117600,67.04,1506078000,93.27,1506117600
"Mon Sep 11 2017","Heavy rain starting in the afternoon.","rain",1505129332,1505174456,0.69,0.0516,0.2978,1505181600,0.87,"rain",62.73,1505152800,57.17,1505178000,62.73,1505152800,57.17,1505178000,55.1,0.86,1013.57,2.4,15.07,1505178000,8,0.6,,,7.8,,56.79,1505174400,62.73,1505152800,56.79,1505174400,62.73,1505152800
"Sat Sep 09 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1504956447,1505001828,0.62,0,0,,0,,79.76,1504990800,56.01,1505044800,79.79,1504990800,56.01,1505044800,56.94,0.71,1021.87,1.21,7.75,1504990800,63,0.12,,,9.89,,54.78,1504958400,79.76,1504990800,54.78,1504958400,79.79,1504990800
"Wed Sep 06 2017","Partly cloudy in the morning.","partly-cloudy-day",1504697120,1504742882,0.51,0.0001,0.0006,1504674000,0.07,"rain",73.43,1504728000,48.61,1504785600,73.43,1504728000,48.61,1504785600,53.8,0.72,1015.89,1.25,10.26,1504717200,337,0.23,,,9.55,,54.08,1504756800,73.43,1504728000,54.08,1504756800,73.43,1504728000
"Thu Sep 07 2017","Clear throughout the day.","clear-day",1504783563,1504829198,0.55,0,0.0002,1504785600,0,,73.61,1504818000,50.97,1504868400,73.61,1504818000,50.97,1504868400,50.92,0.72,1020.13,0.54,7.4,1504807200,321,0.02,,,9.85,,48.61,1504785600,73.61,1504818000,48.61,1504785600,73.61,1504818000
"Wed Sep 13 2017","Overcast throughout the day.","cloudy",1505302217,1505347084,0.77,0.0036,0.0323,1505282400,0.88,"rain",63.5,1505343600,61.23,1505372400,63.78,1505343600,61.54,1505372400,58.4,0.94,1010.28,1.7,8.01,1505325600,179,1,,,8.91,,57.29,1505304000,63.5,1505343600,57.29,1505304000,63.78,1505343600
"Wed Sep 27 2017","Partly cloudy in the afternoon.","partly-cloudy-day",1506512416,1506555471,0.24,0,0,,0,,88.09,1506538800,66.23,1506582000,90.79,1506538800,66.84,1506582000,65.76,0.77,1014.28,0.53,5.66,1506531600,3,0.12,,,8.13,,63.03,1506513600,88.09,1506538800,63.54,1506513600,90.79,1506538800
