time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Wed Apr 05 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1491391731,1491437544,0.32,0.0019,0.0261,1491429600,0.35,"rain",79.7,1491429600,45.91,1491480000,81.36,1491422400,41.95,1491480000,55.85,0.69,1005.3,2.73,22.94,1491436800,228,0.53,,,9.84,,55.97,1491451200,79.7,1491429600,55.97,1491451200,81.36,1491422400
"Fri Apr 14 2017","Partly cloudy until evening.","partly-cloudy-day",1492168616,1492215570,0.61,0,0.0002,1492192800,0,,84.73,1492192800,59.14,1492250400,84.73,1492192800,59.14,1492250400,54.77,0.62,1022.1,0.75,7.59,1492200000,171,0.29,,,9.22,,54.58,1492167600,84.73,1492192800,54.58,1492167600,84.73,1492192800
"Wed Apr 12 2017","Partly cloudy in the morning.","partly-cloudy-night",1491995971,1492042675,0.55,0,0,,0,,80.8,1492030800,51.68,1492081200,80.8,1492030800,51.68,1492081200,53.68,0.59,1023.76,1.38,8.12,1491976800,18,0.24,,,9.87,,59.94,1491998400,80.8,1492030800,59.94,1491998400,80.8,1492030800
"Thu Apr 06 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1491478050,1491523991,0.35,0.0011,0.0076,1491476400,0.34,"rain",57.15,1491519600,38.78,1491559200,57.15,1491519600,38.78,1491559200,38.74,0.65,1012.57,5.52,18.2,1491462000,281,0.91,,,9.68,,45.91,1491480000,57.15,1491519600,41.95,1491480000,57.15,1491519600
"Tue Apr 04 2017","Clear throughout the day.","clear-day",1491305413,1491351097,0.28,0.0003,0.0065,1491289200,0.04,"rain",80.72,1491343200,57.44,1491390000,80.72,1491343200,57.44,1491390000,54.77,0.67,1009.04,1.16,9.55,1491325200,237,0.16,,,9.95,,53.85,1491307200,80.72,1491343200,53.85,1491307200,80.72,1491343200
"Sat Apr 08 2017","Clear throughout the day.","clear-day",1491650688,1491696885,0.42,0,0,,0,,70.2,1491685200,42.24,1491735600,70.2,1491685200,42.24,1491735600,34.83,0.55,1019.7,0.26,6.53,1491674400,312,0.03,,,9.96,,36.41,1491645600,70.2,1491685200,36.41,1491645600,70.2,1491685200
"Wed Apr 19 2017","Partly cloudy throughout the day.","partly-cloudy-day",1492600241,1492647811,0.76,0.0034,0.0588,1492635600,0.42,"rain",81.1,1492628400,62.31,1492682400,82.34,1492628400,62.63,1492682400,63.42,0.77,1021.31,1.23,7.56,1492610400,144,0.52,,,9.72,,64.16,1492603200,81.1,1492628400,64.48,1492603200,82.34,1492628400
"Sat Apr 15 2017","Partly cloudy starting in the afternoon.","partly-cloudy-day",1492254939,1492302018,0.64,0,0,,0,,81.82,1492290000,62.16,1492344000,81.82,1492290000,62.16,1492344000,55.99,0.61,1022.51,1.55,11.65,1492286400,175,0.21,,,9.78,,59.14,1492250400,81.82,1492290000,59.14,1492250400,81.82,1492290000
"Sun Apr 09 2017","Clear throughout the day.","clear-day",1491737008,1491783332,0.45,0.0002,0.0046,1491764400,0.04,"rain",78.5,1491771600,52.32,1491822000,78.5,1491771600,52.32,1491822000,39.6,0.5,1018.63,1.86,10.51,1491771600,176,0.02,,,9.92,,42.24,1491735600,78.5,1491771600,42.24,1491735600,78.5,1491771600
"Sun Apr 23 2017","Overcast throughout the day.","cloudy",1492945556,1492993605,0.9,0.0029,0.0111,1492938000,0.89,"rain",57.04,1492977600,51.06,1493006400,57.04,1492977600,51.06,1493006400,53.31,0.93,1009.3,1.57,8.42,1492984800,313,0.98,,,7.09,,51.06,1493006400,61.35,1492923600,51.06,1493006400,61.71,1492923600
