time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Sun Mar 19 2017","Clear throughout the day.","clear-day",1489924357,1489967949,0.72,0,0,,0,,62.69,1489960800,43.59,1489993200,62.69,1489960800,43.59,1489993200,35.04,0.6,1025.48,1.52,7.88,1489946400,22,0.02,,,9.94,,36.69,1489924800,62.69,1489960800,36.69,1489924800,62.69,1489960800
"Wed Mar 08 2017","Foggy in the morning.","fog",1488974868,1489017018,0.37,0.0002,0.0007,1488960000,0.13,"rain",67.24,1489006800,36.58,1489060800,67.24,1489006800,36.58,1489060800,36.46,0.65,1026.36,0.31,7.77,1488996000,283,0.16,,,7.66,,36.45,1488974400,67.24,1489006800,36.45,1488974400,67.24,1489006800
"Tue Mar 07 2017","Rain in the afternoon.","rain",1488888549,1488930568,0.34,0.0264,0.2036,1488916800,0.86,"rain",62.25,1488909600,36.45,1488974400,62.25,1488909600,36.45,1488974400,53.78,0.83,1020.5,2.88,17.9,1488909600,185,0.86,,,8.48,,49.3,1488949200,63.24,1488866400,49.3,1488949200,63.24,1488866400
"Thu Mar 09 2017","Heavy rain overnight.","rain",1489061187,1489103468,0.41,0,0.0003,1489122000,0,,74.92,1489093200,54.89,1489132800,74.92,1489093200,54.89,1489132800,41.24,0.59,1021.32,1.49,9.78,1489122000,213,0.18,,,9.95,,36.58,1489060800,74.92,1489093200,36.58,1489060800,74.92,1489093200
"Mon Mar 06 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1488802229,1488844118,0.3,0,0,,0,,71,1488830400,59.39,1488891600,71,1488830400,59.39,1488891600,48.54,0.58,1023.59,3.96,16.46,1488830400,163,0.82,,,9.92,,56.68,1488780000,71,1488830400,56.68,1488780000,71,1488830400
"Fri Mar 31 2017","Partly cloudy until evening.","partly-cloudy-day",1490960145,1491005311,0.13,0.0073,0.1307,1490943600,0.82,"rain",67.38,1490997600,47.13,1491044400,67.38,1490997600,47.13,1491044400,50.42,0.76,1010.15,2.11,13.18,1490940000,268,0.41,,,9.85,,49.32,1490961600,67.38,1490997600,49.32,1490961600,67.38,1490997600
"Fri Mar 17 2017","Rain overnight.","rain",1489751726,1489795054,0.66,0,0,,0,,64.4,1489788000,54.94,1489827600,64.4,1489788000,54.94,1489827600,38.27,0.55,1024.93,2.47,12.88,1489770000,207,0.95,,,9.49,,42.99,1489726800,64.4,1489788000,42.99,1489726800,64.4,1489788000
"Sat Mar 18 2017","Rain in the morning.","rain",1489838042,1489881501,0.69,0.0254,0.1456,1489827600,0.85,"rain",70.47,1489870800,36.69,1489924800,70.47,1489870800,36.69,1489924800,46.31,0.65,1021.87,2.49,15.43,1489874400,291,0.61,,,8.63,,50.39,1489896000,70.47,1489870800,50.39,1489896000,70.47,1489870800
"Fri Mar 10 2017","Mostly cloudy in the morning.","partly-cloudy-day",1489147505,1489189918,0.44,0.0246,0.2858,1489132800,0.95,"rain",58.9,1489158000,34.88,1489233600,58.9,1489158000,33.77,1489237200,43.03,0.67,1021.49,2.63,14.92,1489161600,353,0.42,,,9.53,,42.22,1489208400,66.12,1489125600,42.22,1489208400,66.12,1489125600
"Wed Mar 15 2017","Partly cloudy in the morning.","partly-cloudy-day",1489579094,1489622158,0.6,0.0007,0.0036,1489557600,0.06,"snow",41.37,1489615200,21.19,1489665600,40.7,1489618800,21.19,1489665600,18.24,0.59,1028.5,2.28,11.09,1489593600,339,0.1,,,9.88,,24.2,1489579200,41.37,1489615200,21.33,1489575600,40.7,1489618800
