time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Mon Jan 23 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1485175914,1485212900,0.86,0.0053,0.0267,1485162000,0.87,"rain",59.5,1485205200,39.47,1485262800,59.5,1485205200,39.47,1485262800,46.95,0.81,1001.17,5.39,18.21,1485169200,316,0.81,,,9.2,,45.84,1485234000,59.5,1485205200,44.81,1485234000,59.5,1485205200
"Tue Jan 24 2017","Mostly cloudy in the morning.","partly-cloudy-night",1485262283,1485299361,0.89,0.0003,0.0007,1485241200,0.04,"rain",57.27,1485291600,41.3,1485342000,57.27,1485291600,41.3,1485342000,37.98,0.72,1011.73,0.61,6.74,1485252000,337,0.34,,,9.9,,39.47,1485262800,57.27,1485291600,39.47,1485262800,57.27,1485291600
"Wed Jan 25 2017","Rain in the evening.","rain",1485348650,1485385822,0.92,0.0096,0.1053,1485396000,0.81,"rain",61.57,1485378000,39.29,1485435600,61.57,1485378000,36.58,1485435600,48.89,0.85,1009.58,1.72,10.61,1485363600,210,0.6,,,9.42,,41.3,1485342000,61.57,1485378000,41.3,1485342000,61.57,1485378000
"Thu Jan 26 2017","Mostly cloudy starting in the evening.","partly-cloudy-night",1485435016,1485472283,0.96,0.0002,0.0004,1485442800,0.06,"rain",48.92,1485464400,34.46,1485518400,47.41,1485464400,29.8,1485525600,33.28,0.65,1016.06,3.42,12.35,1485442800,288,0.29,,,9.78,,37.9,1485493200,55.58,1485410400,35.96,1485489600,55.58,1485410400
"Fri Jan 27 2017","Mostly cloudy until afternoon.","partly-cloudy-day",1485521380,1485558745,0.99,0,0,,0,,44.14,1485547200,26.11,1485608400,41.34,1485547200,26.11,1485608400,25.53,0.61,1019.99,3.17,13.07,1485543600,281,0.54,,,9.95,,33.58,1485579600,44.14,1485547200,29.8,1485525600,41.34,1485547200
"Sat Jan 28 2017","Partly cloudy overnight.","partly-cloudy-night",1485607743,1485645206,0.02,0.0005,0.004,1485622800,0.03,"rain",52.6,1485637200,36.13,1485691200,52.6,1485637200,36.13,1485691200,24.17,0.57,1017.17,2.83,15.21,1485640800,248,0.03,,,9.89,,26.11,1485608400,52.6,1485637200,26.11,1485608400,52.6,1485637200
"Sun Jan 29 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1485694103,1485731668,0.06,0,0,,0,,45.72,1485720000,26.94,1485781200,42.74,1485712800,26.94,1485781200,29.6,0.65,1015.17,2.59,15.37,1485716400,276,0.89,,,9.77,,36.13,1485691200,45.72,1485720000,36.13,1485691200,42.74,1485712800
"Mon Jan 30 2017","Clear throughout the day.","clear-day",1485780462,1485818129,0.09,0,0,,0,,54.66,1485810000,36.66,1485867600,54.66,1485810000,36.66,1485867600,30.22,0.67,1018.94,1.03,9.36,1485799200,254,0.11,,,9.88,,26.94,1485781200,54.66,1485810000,26.94,1485781200,54.66,1485810000
"Tue Jan 31 2017","Clear throughout the day.","clear-day",1485866820,1485904591,0.13,0,0,,0,,69.74,1485896400,42.78,1485936000,69.74,1485896400,42.78,1485936000,36.11,0.61,1016.86,1.08,8.59,1485896400,239,0.01,,,9.93,,36.66,1485867600,69.74,1485896400,36.66,1485867600,69.74,1485896400
"Wed Feb 01 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1485953176,1485991052,0.16,0.0001,0.0006,1485968400,0.04,"rain",66.52,1485982800,41.44,1486044000,66.52,1485982800,38.76,1486044000,46.65,0.75,1017.88,1.38,10.45,1485968400,236,0.46,,,9.73,,42.78,1485936000,66.52,1485982800,42.78,1485936000,66.52,1485982800
"Thu Feb 02 2017","Overcast throughout the day.","cloudy",1486039531,1486077514,0.2,0.0014,0.0092,1486083600,0.78,"rain",46.52,1486065600,36.44,1486126800,45.77,1486069200,33.29,1486126800,36.59,0.75,1023.5,2.8,10.66,1486033200,17,0.9,,,9.3,,39.57,1486083600,49.16,1486015200,38.76,1486044000,49.16,1486015200
"Fri Feb 03 2017","Mostly cloudy until afternoon.","partly-cloudy-day","1486125884","1486163975","0.24","0","0","","0","","44.46","1486148400","23.21","1486213200","42.01","1486148400","23.21","1486213200","19.92","0.48","1027.73","3.53","12.82","1486152000","5","0.59","","","9.87","",,"1486184400","44.46","1486148400","29.08","1486180800","42.01","1486148400"
"Sat Feb 04 2017","Rain overnight.","rain","1486212235","1486250436","0.27","0.0007","0.0143","1486270800","0.88","rain","50.59","1486242000","42.08","1486281600","50.59","1486242000","42.08","1486281600","20.43","0.51","1027.8","1.09","9.13","1486234800","129","0.24","","","9.89","",,"1486213200","50.59","1486242000","23.21","1486213200","50.59","1486242000"
"Sun Feb 05 2017","Overcast throughout the day.","cloudy","1486298585","1486336897","0.31","0.005","0.0538","1486278000","0.97","rain","49.95","1486332000","45.54","1486364400","49.95","1486332000","45.54","1486364400","42.57","0.89","1022.15","1.1","5.51","1486296000","205","1","","","9.28","",,"1486281600","49.95","1486332000","42.08","1486281600","49.95","1486332000"
"Mon Feb 06 2017","Rain in the morning.","rain","1486384934","1486423357","0.35","0.0052","0.0737","1486396800","0.91","rain","61.21","1486418400","56.26","1486461600","61.31","1486418400","56.26","1486461600","52.1","0.94","1018.62","2.03","8.57","1486414800","163","0.88","","","6.96","",,"1486364400","61.21","1486418400","45.54","1486364400","61.31","1486418400"
"Tue Feb 07 2017","Light rain in the afternoon.","rain","1486471281","1486509818","0.39","0.0085","0.0513","1486497600","0.98","rain","61.47","1486483200","57.67","1486548000","61.47","1486483200","57.7","1486548000","56.26","0.92","1009.62","2.55","12.28","1486468800","181","0.75","","","9.4","",,"1486461600","61.47","1486483200","56.26","1486461600","61.47","1486483200"
"Wed Feb 08 2017","Foggy in the morning.","fog","1486557627","1486596278","0.42","0.0066","0.1167","1486605600","0.79","rain","67.33","1486587600","34.51","1486645200","67.33","1486587600","30.7","1486645200","55.92","0.9","1007.51","0.85","15.58","1486612800","245","0.92","","","7.07","",,"1486616400","67.33","1486587600","39","1486616400","67.33","1486587600"
"Thu Feb 09 2017","Mostly cloudy in the morning.","partly-cloudy-day","1486643971","1486682738","0.46","0","0","","0","","45.15","1486674000","27.61","1486717200","44.4","1486677600","27.61","1486717200","27.38","0.66","1025.12","3.59","15.6","1486620000","344","0.46","","","9.99","",,"1486702800","45.15","1486674000","30.7","1486645200","44.4","1486677600"
"Fri Feb 10 2017","Mostly cloudy overnight.","partly-cloudy-night","1486730315","1486769197","0.49","0.0004","0.0034","1486742400","0.02","rain","64.76","1486760400","53.23","1486778400","64.76","1486760400","53.23","1486778400","27.21","0.52","1025.57","2.14","12.18","1486756800","181","0.04","","","9.99","",,"1486717200","64.76","1486760400","27.61","1486717200","64.76","1486760400"
"Sat Feb 11 2017","Overcast throughout the day.","cloudy","1486816657","1486855657","0.53","0","0","","0","","67.25","1486850400","66.79","1486904400","67.48","1486850400","67.24","1486864800","55.95","0.8","1018.54","4.12","12.42","1486839600","199","0.9","","","9.83","",,"1486792800","67.56","1486872000","55.53","1486792800","67.97","1486872000"
"Sun Feb 12 2017","Rain in the afternoon.","rain","1486902997","1486942116","0.56","0.0049","0.073","1486936800","0.76","rain","72.86","1486929600","37.59","1486990800","73.39","1486929600","35.51","1486990800","57.84","0.8","1018.61","1.82","13.59","1486936800","276","0.81","","","9.39","",,"1486962000","72.86","1486929600","49.14","1486962000","73.39","1486929600"
"Mon Feb 13 2017","Clear throughout the day.","clear-day","1486989337","1487028574","0.6","0","0","","0","","59.29","1487019600","33.94","1487066400","59.29","1487019600","33.94","1487066400","25.94","0.45","1023.27","2.82","11.4","1486969200","22","0.01","","","9.86","",,"1486990800","59.29","1487019600","35.51","1486990800","59.29","1487019600"
"Tue Feb 14 2017","Rain overnight.","rain","1487075675","1487115033","0.63","0.0003","0.0074","1487134800","0.71","rain","58.6","1487106000","41.6","1487145600","58.6","1487106000","38.97","1487145600","30.18","0.56","1013.91","0.46","5.19","1487116800","16","0.64","","","9.85","",,"1487066400","58.6","1487106000","33.94","1487066400","58.6","1487106000"
"Wed Feb 15 2017","Mostly cloudy until afternoon.","partly-cloudy-day","1487162012","1487201491","0.66","0.0156","0.1781","1487149200","0.96","rain","52.77","1487188800","28.06","1487250000","52.77","1487188800","28.06","1487250000","35.35","0.71","1010.49","3.22","13.14","1487185200","350","0.47","","","9.32","",,"1487221200","52.77","1487188800","37.82","1487221200","52.77","1487188800"
"Thu Feb 16 2017","Clear throughout the day.","clear-day","1487248348","1487287948","0.69","0","0","","0","","57.96","1487282400","32.64","1487336400","57.96","1487282400","32.64","1487336400","27.94","0.61","1017.4","0.85","8.05","1487278800","268","0.01","","","9.96","",,"1487250000","57.96","1487282400","28.06","1487250000","57.96","1487282400"
"Fri Feb 17 2017","Partly cloudy starting in the evening.","partly-cloudy-night","1487334682","1487374405","0.72","0","0","","0","","68.08","1487365200","48.76","1487426400","68.08","1487365200","48.76","1487426400","34.38","0.56","1015.82","1.19","9.76","1487361600","217","0.11","","","9.79","",,"1487336400","68.08","1487365200","32.64","1487336400","68.08","1487365200"
"Sat Feb 18 2017","Light rain in the morning.","rain","1487421016","1487460862","0.75","0.005","0.0481","1487426400","0.93","rain","56.29","1487455200","44.95","1487509200","56.29","1487455200","44.95","1487509200","45.47","0.8","1013.79","0.47","4.71","1487448000","154","0.88","","","8.53","",,"1487433600","56.29","1487455200","48.56","1487433600","56.29","1487455200"
"Sun Feb 19 2017","Foggy in the morning.","fog","1487507348","1487547319","0.78","0","0.0002","1487494800","0","","70.92","1487538000","45.86","1487592000","70.92","1487538000","45.86","1487592000","49.81","0.8","1018.42","0.5","7.31","1487527200","5","0.4","","","7.49","",,"1487509200","70.92","1487538000","44.95","1487509200","70.92","1487538000"
"Mon Feb 20 2017","Clear throughout the day.","clear-day","1487593680","1487633775","0.81","0","0","","0","","74.62","1487624400","58.21","1487646000","74.62","1487624400","58.21","1487646000","48.1","0.71","1019.35","1.2","7.65","1487610000","126","0.09","","","9.46","",,"1487592000","74.62","1487624400","45.86","1487592000","74.62","1487624400"
"Tue Feb 21 2017","Overcast throughout the day.","cloudy","1487680010","1487720230","0.84","0.0036","0.0194","1487721600","0.97","rain","62.27","1487692800","57","1487746800","62.27","1487692800","57","1487746800","53.82","0.81","1014.53","3.16","12.51","1487707200","137","0.72","","","9.34","",,"1487725200","62.27","1487692800","56.81","1487725200","62.27","1487692800"
"Wed Feb 22 2017","Mostly cloudy until evening.","partly-cloudy-day","1487766340","1487806686","0.87","0.0002","0.0017","1487743200","0.36","rain","68.88","1487793600","53.06","1487836800","68.88","1487793600","53.06","1487836800","57.42","0.88","1010.94","1.1","9.02","1487779200","116","0.74","","","9.48","",,"1487826000","68.88","1487793600","55.67","1487826000","68.88","1487793600"
"Thu Feb 23 2017","Mostly cloudy until evening.","partly-cloudy-day","1487852669","1487893140","0.9","0.0001","0.0005","1487858400","0.12","rain","73.32","1487883600","59.33","1487941200","73.32","1487883600","59.33","1487941200","55.98","0.81","1009.71","1.66","9.96","1487865600","161","0.29","","","9.18","",,"1487836800","73.32","1487883600","53.06","1487836800","73.32","1487883600"
"Fri Feb 24 2017","Rain overnight.","rain","1487938996","1487979595","0.93","0.0026","0.0522","1487998800","0.51","rain","78.47","1487970000","45.14","1488027600","78.47","1487970000","43.27","1488027600","56.9","0.69","1007.26","3.45","16.79","1487962800","191","0.38","","","9.82","",,"1487941200","78.47","1487970000","59.33","1487941200","78.47","1487970000"
"Sat Feb 25 2017","Mostly cloudy in the morning.","partly-cloudy-night","1488025323","1488066049","0.97","0.0066","0.1133","1488002400","0.96","rain","52.15","1488056400","27.46","1488110400","52.15","1488056400","27.46","1488110400","31.96","0.53","1014.83","3.72","12.66","1488038400","296","0.22","","","9.85","",,"1488085200","61.92","1488002400","36.99","1488085200","62.16","1488002400"
"Sun Feb 26 2017","Mostly cloudy starting in the evening.","partly-cloudy-night","1488111649","1488152502","0","0","0.0002","1488121200","0","","59.42","1488146400","47.3","1488196800","59.42","1488146400","47.3","1488196800","25.26","0.51","1022.06","1.4","7.94","1488164400","130","0.15","","","9.95","",,"1488110400","59.42","1488146400","27.46","1488110400","59.42","1488146400"
"Mon Feb 27 2017","Rain in the morning.","rain","1488197974","1488238956","0.04","0.0067","0.0879","1488211200","0.97","rain","56.59","1488232800","52.58","1488247200","56.59","1488232800","52.58","1488247200","41.75","0.7","1022.43","1.91","12.44","1488214800","139","0.71","","","9.63","",,"1488207600","56.59","1488232800","44.84","1488211200","56.59","1488232800"
"Tue Feb 28 2017","Heavy rain until evening.","rain","1488284298","1488325409","0.07","0.0443","0.3424","1488297600","0.97","rain","63.95","1488322800","62.78","1488333600","64.53","1488322800","63.24","1488333600","57.28","0.94","1019.36","2.85","9.06","1488340800","150","0.9","","","8.63","",,"1488272400","64.4","1488344400","52.99","1488272400","64.85","1488344400"
"Wed Mar 01 2017","Rain in the afternoon.","rain","1488370622","1488411861","0.11","0.0097","0.1253","1488398400","0.8","rain","73.26","1488394800","38.06","1488459600","73.78","1488394800","38.06","1488459600","56.13","0.77","1013.55","3.21","16.99","1488391200","228","0.72","","","9.77","",,"1488430800","73.26","1488394800","49.95","1488430800","73.78","1488394800"
"Thu Mar 02 2017","Clear throughout the day.","clear-day","1488456945","1488498313","0.15","0","0","","0","","55.95","1488488400","31.87","1488535200","55.95","1488488400","31.87","1488535200","29.34","0.54","1026.47","2.27","11.67","1488470400","348","0","","","9.94","",,"1488517200","55.95","1488488400","36.43","1488517200","55.95","1488488400"
"Fri Mar 03 2017","Clear throughout the day.","clear-day","1488543267","1488584765","0.19","0","0","","0","","53.27","1488574800","28.98","1488628800","53.27","1488574800","28.98","1488628800","27.16","0.6","1033.9","1.53","11.64","1488567600","355","0.01","","","9.9","",,"1488535200","53.27","1488574800","31.87","1488535200","53.27","1488574800"
"Sat Mar 04 2017","Clear throughout the day.","clear-day","1488629588","1488671216","0.22","0","0","","0","","65.49","1488661200","40.73","1488704400","65.49","1488661200","40.73","1488704400","27.57","0.53","1032.63","0.53","7.04","1488657600","166","0.03","","","9.92","",,"1488628800","65.49","1488661200","28.98","1488628800","65.49","1488661200"
"Sun Mar 05 2017","Mostly cloudy throughout the day.","partly-cloudy-day","1488715909","1488757667","0.26","0","0","","0","","63.17","1488736800","53.33","1488765600","63.17","1488736800","53.33","1488765600","36.37","0.56","1029.49","1.16","11.12","1488736800","183","0.53","","","9.76","",,"1488704400","63.17","1488736800","40.73","1488704400","63.17","1488736800"
"Mon Mar 06 2017","Mostly cloudy throughout the day.","partly-cloudy-day","1488802229","1488844118","0.3","0","0","","0","","71","1488830400","59.39","1488891600","71","1488830400","59.39","1488891600","48.54","0.58","1023.59","3.96","16.46","1488830400","163","0.82","","","9.92","",,"1488780000","71","1488830400","56.68","1488780000","71","1488830400"
"Tue Mar 07 2017","Rain in the afternoon.","rain","1488888549","1488930568","0.34","0.0264","0.2036","1488916800","0.86","rain","62.25","1488909600","36.45","1488974400","62.25","1488909600","36.45","1488974400","53.78","0.83","1020.5","2.88","17.9","1488909600","185","0.86","","","8.48","",,"1488949200","63.24","1488866400","49.3","1488949200","63.24","1488866400"
"Wed Mar 08 2017","Foggy in the morning.","fog","1488974868","1489017018","0.37","0.0002","0.0007","1488960000","0.13","rain","67.24","1489006800","36.58","1489060800","67.24","1489006800","36.58","1489060800","36.46","0.65","1026.36","0.31","7.77","1488996000","283","0.16","","","7.66","",,"1488974400","67.24","1489006800","36.45","1488974400","67.24","1489006800"
"Thu Mar 09 2017","Heavy rain overnight.","rain","1489061187","1489103468","0.41","0","0.0003","1489122000","0","","74.92","1489093200","54.89","1489132800","74.92","1489093200","54.89","1489132800","41.24","0.59","1021.32","1.49","9.78","1489122000","213","0.18","","","9.95","",,"1489060800","74.92","1489093200","36.58","1489060800","74.92","1489093200"
"Fri Mar 10 2017","Mostly cloudy in the morning.","partly-cloudy-day","1489147505","1489189918","0.44","0.0246","0.2858","1489132800","0.95","rain","58.9","1489158000","34.88","1489233600","58.9","1489158000","33.77","1489237200","43.03","0.67","1021.49","2.63","14.92","1489161600","353","0.42","","","9.53","",,"1489208400","66.12","1489125600","42.22","1489208400","66.12","1489125600"
"Sat Mar 11 2017","Overcast throughout the day.","cloudy","1489233823","1489276367","0.48","0.0009","0.0127","1489219200","0.49","rain","42.76","1489266000","31.08","1489320000","42.57","1489262400","29.94","1489302000","27.04","0.64","1026.41","3.02","9.77","1489276800","28","0.69","","","9.58","",,"1489294800","42.76","1489266000","30.47","1489294800","42.57","1489262400"
"Sun Mar 12 2017","Clear throughout the day.","clear-day","1489320141","1489362816","0.51","0.0006","0.0034","1489334400","0.33","rain","53.79","1489356000","35.43","1489384800","53.79","1489356000","35.43","1489384800","27.04","0.61","1025.91","2.01","11.26","1489345200","24","0.2","","","9.59","",,"1489320000","53.79","1489356000","29.94","1489302000","53.79","1489356000"
"Mon Mar 13 2017","Rain starting in the afternoon, continuing until evening.","rain","1489406460","1489449262","0.54","0.0082","0.0707","1489442400","0.86","rain","43.82","1489428000","37.49","1489496400","43.82","1489428000","34.1","1489496400","37.95","0.9","1018.45","1.39","8.45","1489392000","146","0.71","","","7.9","",,"1489384800","43.82","1489428000","35.43","1489384800","43.82","1489428000"
"Tue Mar 14 2017","Mostly cloudy throughout the day.","partly-cloudy-day","1489492777","1489535710","0.57","0.0007","0.0079","1489471200","0.26","rain","38.74","1489492800","24.2","1489579200","35.27","1489492800","21.33","1489575600","31.54","0.84","1019.92","3.26","12.92","1489514400","326","0.91","","","9.41","",,"1489550400","41.19","1489467600","29.51","1489550400","41.19","1489467600"
"Wed Mar 15 2017","Partly cloudy in the morning.","partly-cloudy-day","1489579094","1489622158","0.6","0.0007","0.0036","1489557600","0.06","snow","41.37","1489615200","21.19","1489665600","40.7","1489618800","21.19","1489665600","18.24","0.59","1028.5","2.28","11.09","1489593600","339","0.1","","","9.88","",,"1489579200","41.37","1489615200","21.33","1489575600","40.7","1489618800"
"Thu Mar 16 2017","Mostly cloudy starting in the afternoon.","partly-cloudy-night","1489665410","1489708606","0.63","0.0005","0.0028","1489647600","0.02","rain","50.68","1489698000","40.38","1489719600","50.68","1489698000","40.38","1489719600","20.01","0.55","1029.26","0.12","6.59","1489698000","271","0.35","","","9.69","",,"1489665600","50.68","1489698000","21.19","1489665600","50.68","1489698000"
"Fri Mar 17 2017","Rain overnight.","rain","1489751726","1489795054","0.66","0","0","","0","","64.4","1489788000","54.94","1489827600","64.4","1489788000","54.94","1489827600","38.27","0.55","1024.93","2.47","12.88","1489770000","207","0.95","","","9.49","",,"1489726800","64.4","1489788000","42.99","1489726800","64.4","1489788000"
"Sat Mar 18 2017","Rain in the morning.","rain","1489838042","1489881501","0.69","0.0254","0.1456","1489827600","0.85","rain","70.47","1489870800","36.69","1489924800","70.47","1489870800","36.69","1489924800","46.31","0.65","1021.87","2.49","15.43","1489874400","291","0.61","","","8.63","",,"1489896000","70.47","1489870800","50.39","1489896000","70.47","1489870800"
