time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Tue May 09 2017","Partly cloudy in the afternoon.","partly-cloudy-day",1494326981,1494376791,0.46,0,0,,0,,83.72,1494363600,57.7,1494414000,84.12,1494363600,57.7,1494414000,57.86,0.69,1016.85,1.29,10.17,1494356400,260,0.07,,,9.94,,54.24,1494327600,83.72,1494363600,54.24,1494327600,84.12,1494363600
"Fri May 19 2017","Partly cloudy throughout the day.","partly-cloudy-day",1495190534,1495241263,0.78,0.0001,0.0006,1495238400,0.04,"rain",89.16,1495231200,70.21,1495274400,93.13,1495231200,70.94,1495274400,68.32,0.73,1016.18,1.25,8.71,1495216800,190,0.44,,,9.87,,69.71,1495173600,89.16,1495231200,70.78,1495173600,93.13,1495231200
"Wed May 17 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1495017812,1495068372,0.71,0,0,,0,,87.59,1495051200,70.98,1495105200,90.35,1495051200,72,1495105200,64.76,0.65,1014.47,2.43,12.77,1495058400,176,0.17,,,9.96,,66.82,1495018800,87.59,1495051200,67.01,1495018800,90.35,1495051200
"Wed May 10 2017","Clear throughout the day.","clear-day",1494413330,1494463239,0.51,0,0,,0,,85.42,1494453600,63.15,1494489600,86.33,1494450000,63.43,1494489600,61.3,0.72,1016.38,0.97,8.47,1494446400,237,0.05,,,9.63,,57.7,1494414000,85.42,1494453600,57.7,1494414000,86.33,1494450000
"Fri May 05 2017","Rain starting in the afternoon, continuing until evening.","rain",1493981597,1494030995,0.34,0.0164,0.0584,1493964000,0.95,"rain",51.56,1494003600,40.92,1494068400,51.56,1494003600,40.92,1494068400,48.23,0.94,1003.63,2.09,9.93,1494010800,281,0.92,,,7.31,,45.86,1494043200,51.6,1493960400,45.86,1494043200,51.6,1493960400
"Mon May 08 2017","Clear throughout the day.","clear-day",1494240633,1494290342,0.43,0,0.0002,1494252000,0,,79.72,1494280800,54.24,1494327600,79.72,1494280800,54.24,1494327600,51.82,0.69,1018.37,0.22,5.1,1494270000,264,0.01,,,9.94,,46.57,1494241200,79.72,1494280800,46.57,1494241200,79.72,1494280800
"Thu Jun 01 2017","Partly cloudy starting in the afternoon.","partly-cloudy-day",1496313372,1496365001,0.25,0,0,,0,,84.61,1496343600,66.66,1496401200,85.28,1496343600,67.43,1496401200,64.15,0.76,1018.06,0.18,2.77,1496332800,161,0.18,,,9.95,,61.88,1496314800,84.61,1496343600,62.25,1496314800,85.28,1496343600
"Sun May 21 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1495363261,1495414153,0.85,0.0024,0.0242,1495422000,0.19,"rain",79.69,1495400400,64.48,1495458000,82.71,1495400400,64.51,1495458000,67.51,0.89,1017.52,0.61,4.63,1495393200,198,0.63,,,9.82,,65.5,1495364400,79.69,1495400400,66.3,1495364400,82.71,1495400400
"Sat May 06 2017","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1494067941,1494117445,0.37,0.001,0.0157,1494050400,0.13,"rain",74.61,1494100800,45.3,1494154800,74.61,1494100800,45.3,1494154800,48.02,0.74,1009.69,1.95,18.79,1494104400,266,0.32,,,9.71,,40.92,1494068400,74.61,1494100800,40.92,1494068400,74.61,1494100800
"Thu May 25 2017","Partly cloudy until evening.","partly-cloudy-day",1495708734,1495759926,0.99,0.0054,0.072,1495692000,0.9,"rain",73.17,1495749600,53.4,1495792800,73.17,1495749600,53.4,1495792800,53.93,0.77,1007.71,2.22,12.21,1495735200,263,0.51,,,9.85,,53.1,1495710000,73.17,1495749600,53.1,1495710000,73.17,1495749600
