time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Fri Oct 13 2017","Partly cloudy overnight.","partly-cloudy-night",1507895555,1507936552,0.79,0.0001,0.0002,1507924800,0.03,"rain",83.96,1507924800,63.28,1507957200,84.43,1507928400,63.72,1507957200,59.09,0.81,1020.55,0.21,3.63,1507924800,100,0.04,,,9.12,,52.92,1507896000,83.96,1507924800,52.92,1507896000,84.43,1507928400
"Mon Oct 09 2017","Humid and mostly cloudy throughout the day.","partly-cloudy-day",1507549762,1507591268,0.64,0.0003,0.0006,1507554000,0.05,"rain",87.51,1507575600,74.18,1507633200,93.96,1507568400,75.8,1507636800,72.86,0.87,1012.47,0.49,3.65,1507568400,142,0.58,,,8.33,,71.39,1507528800,87.51,1507575600,72.8,1507528800,93.96,1507568400
"Tue Oct 17 2017","Clear throughout the day.","clear-day",1508241355,1508281849,0.93,0,0,,0,,69.94,1508270400,43.69,1508328000,69.94,1508270400,43.69,1508328000,45.7,0.74,1025.34,0.61,8.09,1508256000,93,0,,,9.89,,43.27,1508241600,69.94,1508270400,43.27,1508241600,69.94,1508270400
"Fri Oct 06 2017","Partly cloudy in the afternoon.","partly-cloudy-day",1507290422,1507332312,0.53,0,0,,0,,83.51,1507320000,64.97,1507348800,84,1507320000,65.2,1507348800,59.02,0.75,1017.57,0.84,7.58,1507309200,133,0.07,,,9.92,,55.18,1507291200,83.51,1507320000,55.18,1507291200,84,1507320000
"Wed Oct 25 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1508932974,1508972487,0.19,0,0.0005,1508940000,0,,58.7,1508961600,38.81,1509019200,58.7,1508961600,38.81,1509019200,37.02,0.74,1015.26,1.39,12.43,1508954400,270,0.1,,,9.67,,37.45,1508932800,58.7,1508961600,37.45,1508932800,58.7,1508961600
"Thu Oct 05 2017","Clear throughout the day.","clear-day",1507203975,1507245995,0.49,0,0,,0,,82.15,1507237200,55.18,1507291200,82.15,1507237200,55.18,1507291200,56.48,0.73,1021.97,0.47,5.33,1507237200,95,0.04,,,9.83,,54.45,1507204800,82.15,1507237200,54.45,1507204800,82.15,1507237200
"Thu Oct 26 2017","Clear throughout the day.","clear-day",1509019428,1509058821,0.22,0,0,,0,,71.82,1509051600,49.88,1509105600,71.82,1509051600,49.88,1509105600,43.15,0.72,1013.85,0.92,6.95,1509048000,189,0,,,9.96,,38.81,1509019200,71.82,1509051600,38.81,1509019200,71.82,1509051600
"Sun Oct 08 2017","Rain until afternoon.","rain",1507463315,1507504949,0.6,0.0512,0.1503,1507478400,0.99,"rain",73.82,1507482000,71.39,1507528800,75.28,1507482000,72.8,1507528800,71.54,0.95,1005.12,1.54,14.58,1507482000,124,0.91,,,6.82,,71.37,1507489200,73.99,1507438800,72.66,1507489200,75.56,1507438800
"Wed Oct 11 2017","Mostly cloudy until afternoon and humid throughout the day.","partly-cloudy-day",1507722658,1507763909,0.72,0.0003,0.0007,1507723200,0.07,"rain",80.7,1507744800,56.47,1507809600,84.79,1507744800,56.47,1507809600,68.95,0.88,1017.75,1.01,8.77,1507748400,273,0.57,,,8.67,,60.31,1507780800,80.7,1507744800,60.4,1507780800,84.79,1507744800
"Sun Oct 22 2017","Rain overnight.","rain",1508673614,1508713490,0.1,0.0002,0.0043,1508731200,0.47,"rain",76.77,1508706000,60.52,1508763600,77.39,1508706000,60.77,1508763600,62.38,0.77,1018.72,3.82,14.98,1508684400,136,0.52,,,9.89,,63.65,1508673600,76.77,1508706000,63.72,1508673600,77.39,1508706000
