time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Tue Dec 06 2011","Rain in the morning and evening.","rain","1323175312","1323211032","0.38","0.0294","0.1327","1323154800","0.93","rain","46.13","1323198000","40.73","1323266400","46.13","1323198000","38.08","1323266400","43.8","0.95","1017.93","2.85","8.39","1323158400","331","1","","","7","",,"1323234000","49.69","1323151200","41.62","1323234000","48.75","1323151200"
"Wed Dec 07 2011","Mostly cloudy throughout the day.","partly-cloudy-day","1323261760","1323297434","0.41","0.0125","0.0412","1323248400","0.8","rain","41.11","1323262800","28.51","1323338400","41.11","1323262800","28.51","1323338400","36.55","0.92","1018.72","3.69","14.66","1323280800","312","0.91","","","7.94","",,"1323320400","42.9","1323237600","29.76","1323284400","42.26","1323241200"
"Thu Dec 08 2011","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day","1323348207","1323383838","0.44","0.0032","0.0292","1323360000","0.55","snow","45.64","1323378000","25.34","1323435600","45.64","1323378000","25.34","1323435600","29.09","0.81","1026.58","0.66","5.48","1323367200","342","0.08","","","8.14","",,"1323338400","45.64","1323378000","28.51","1323338400","45.64","1323378000"
"Fri Dec 09 2011","Partly cloudy starting in the afternoon.","partly-cloudy-night","1323434653","1323470244","0.47","0.0008","0.0043","1323460800","0.13","rain","49.76","1323460800","33.17","1323496800","49.76","1323460800","29.31","1323525600","28.85","0.76","1026.16","0.45","5.22","1323450000","326","0.17","","","9.4","",,"1323435600","49.76","1323460800","25.34","1323435600","49.76","1323460800"
"Sat Dec 10 2011","Mostly cloudy in the morning.","partly-cloudy-day","1323521099","1323556652","0.5","0","0","","0","","44.96","1323547200","25.79","1323608400","42","1323547200","25.79","1323608400","27.65","0.71","1031.8","3.94","10.83","1323507600","10","0.34","","","9.11","",,"1323579600","44.96","1323547200","27.18","1323579600","42","1323547200"
"Sun Dec 11 2011","Partly cloudy starting in the afternoon.","partly-cloudy-night","1323607543","1323643061","0.53","0","0","","0","","51.65","1323633600","35.48","1323666000","51.65","1323633600","35.48","1323666000","27.03","0.67","1031.33","1.2","8.4","1323622800","65","0.15","","","10","",,"1323608400","51.65","1323633600","25.79","1323608400","51.65","1323633600"
"Mon Dec 12 2011","Overcast throughout the day.","cloudy","1323693985","1323729473","0.57","0","0","","0","","52.23","1323720000","47.65","1323781200","52.23","1323720000","47.65","1323781200","38.57","0.71","1029.76","1.8","8.55","1323702000","127","0.99","","","9.67","",,"1323669600","52.23","1323720000","37.66","1323669600","52.23","1323720000"
"Tue Dec 13 2011","Mostly cloudy until afternoon.","partly-cloudy-day","1323780427","1323815886","0.6","0","0","","0","","60.1","1323806400","45.58","1323838800","60.1","1323806400","45.58","1323838800","46.47","0.84","1030.02","0.83","4.64","1323806400","116","0.61","","","7.9","",,"1323838800","60.1","1323806400","45.58","1323838800","60.1","1323806400"
"Wed Dec 14 2011","Partly cloudy starting in the evening.","partly-cloudy-night","1323866867","1323902301","0.63","0","0.0003","1323882000","0","","69.91","1323892800","57.94","1323943200","69.91","1323892800","57.94","1323943200","47.73","0.73","1024.63","2.61","13.3","1323889200","169","0.29","","","7.63","",,"1323842400","69.91","1323892800","45.9","1323842400","69.91","1323892800"
"Thu Dec 15 2011","Rain in the evening.","rain","1323953306","1323988718","0.67","0.0082","0.0605","1324004400","0.91","rain","64.99","1323982800","43.09","1324044000","65.18","1323982800","40.28","1324044000","55.36","0.83","1020.77","3.22","11.14","1323961200","191","0.88","","","9.14","",,"1324011600","64.99","1323982800","55.32","1324011600","65.18","1323982800"
