time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Wed Jun 07 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1496831694,1496883601,0.44,0.0001,0.0013,1496815200,0.04,"rain",80.16,1496865600,56.65,1496919600,80.16,1496865600,56.65,1496919600,56.17,0.61,1010.92,2.65,13.07,1496851200,32,0.15,,,9.93,,60.81,1496833200,80.16,1496865600,60.81,1496833200,80.16,1496865600
"Thu Jun 08 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1496918086,1496970030,0.47,0,0,,0,,78.22,1496955600,55.27,1497006000,78.22,1496955600,55.27,1497006000,56.67,0.69,1012.61,1.19,6.95,1496955600,338,0.17,,,9.99,,56.65,1496919600,78.22,1496955600,56.65,1496919600,78.22,1496955600
"Sun Jun 04 2017","Rain starting in the evening.","rain",1496572525,1496624305,0.35,0.0188,0.1294,1496631600,0.84,"rain",84.94,1496613600,70.43,1496649600,89.71,1496613600,71.72,1496649600,70,0.84,1013.03,0.62,5.31,1496610000,196,0.73,,,9.76,,70.58,1496635200,84.94,1496613600,71.74,1496570400,89.71,1496613600
"Tue Jun 13 2017","Partly cloudy until evening and humid throughout the day.","partly-cloudy-day",1497350072,1497402160,0.63,0,0,,0,,88.58,1497387600,68.7,1497438000,94.3,1497387600,69.74,1497438000,69.8,0.76,1017.7,0.68,5.9,1497384000,193,0.33,,,9.93,,68.66,1497351600,88.58,1497387600,69.67,1497351600,94.3,1497387600
"Wed Jun 21 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1498041329,1498093497,0.91,0.0003,0.0027,1498104000,0.38,"rain",82.28,1498071600,70.66,1498132800,86.31,1498071600,71.95,1498132800,69.38,0.83,1016.82,1.14,7.86,1498068000,139,0.67,,,9.91,,69.56,1498028400,82.28,1498071600,70.61,1498028400,86.31,1498071600
"Tue Jun 06 2017","Mostly cloudy throughout the day.","partly-cloudy-day",1496745303,1496797170,0.41,0.002,0.0114,1496728800,0.51,"rain",82.78,1496779200,60.81,1496833200,86.5,1496779200,60.81,1496833200,69.16,0.83,1008.5,1.21,9.21,1496804400,38,0.71,,,9.77,,69.96,1496746800,82.78,1496779200,71.2,1496746800,86.5,1496779200
"Mon Jun 12 2017","Partly cloudy until afternoon and humid throughout the day.","partly-cloudy-day",1497263672,1497315736,0.6,0.0001,0.0014,1497247200,0.05,"rain",90.06,1497301200,68.66,1497351600,95.77,1497301200,69.67,1497351600,69.89,0.73,1018.81,0.85,5.7,1497294000,179,0.34,,,9.89,,70.63,1497261600,90.06,1497301200,71.69,1497261600,95.77,1497301200
"Sun Jun 11 2017","Partly cloudy until evening.","partly-cloudy-day",1497177273,1497229312,0.57,0,0.0011,1497207600,0,,87.81,1497218400,70.63,1497261600,93.52,1497218400,71.69,1497261600,66.99,0.73,1018.82,1.56,9.36,1497207600,152,0.26,,,9.97,,64.27,1497178800,87.81,1497218400,64.64,1497178800,93.52,1497218400
"Tue Jun 27 2017","Partly cloudy until afternoon.","partly-cloudy-day",1498559832,1498611938,0.13,0,0,,0,,81.69,1498597200,58.42,1498647600,82.45,1498597200,58.42,1498647600,60.8,0.71,1018.43,0.92,8.33,1498575600,16,0.21,,,9.96,,62.29,1498554000,81.69,1498597200,62.59,1498554000,82.45,1498597200
"Mon Jun 19 2017","Heavy rain in the morning.","rain",1497868506,1497920671,0.84,0.0354,0.414,1497873600,0.92,"rain",81.18,1497913200,66.25,1497956400,85.33,1497913200,67.04,1497956400,70.37,0.89,1014.63,0.4,3.85,1497906000,248,0.7,,,9.12,,69.78,1497855600,81.18,1497913200,70.87,1497855600,85.33,1497913200
"Mon Jun 26 2017","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1498473411,1498525535,0.1,0,0,,0,,82.03,1498514400,62.29,1498554000,82.22,1498514400,62.59,1498554000,58.85,0.72,1020.6,0.42,5.61,1498500000,316,0.13,,,9.92,,55.95,1498474800,82.03,1498514400,55.95,1498474800,82.22,1498514400
